time,ShortWave,LongWave,AirTemp,RelHum,WindSpeed,Rain
2003-11-17 14:00:00,271.9039917,245.6000061,0.870050049,68.46065346,0.686804218,0
2003-11-17 15:00:00,200.1119995,293.9200134,2.020013428,68.181833,0.559464043,0
2003-11-17 16:00:00,220.8910065,293.9200134,2.330010986,69.86068466,1.025329249,0
2003-11-17 17:00:00,221.6369934,293.9299927,2.629998779,71.48335656,1.533883931,0
2003-11-17 18:00:00,147.970993,302.4299927,2.929986572,73.01803574,2.05,0
2003-11-17 19:00:00,114.0550003,302.4200134,2.480004883,75.97364771,1.860107538,0
2003-11-17 20:00:00,70.87400055,302.4200439,2.040002441,78.98818474,1.664692163,0
2003-11-17 21:00:00,9.104000092,300.1099854,1.59005127,82.18918609,1.475567702,0
2003-11-17 22:00:00,0,300.1099854,1.300012207,84.0858672,1.009752445,0
2003-11-17 23:00:00,0,300.1099854,0.999993896,86.09710478,0.954410797,0
2003-11-18 00:00:00,0,286.5700378,0.709985352,88.09639724,1.360588118,0
2003-11-18 01:00:00,0,286.5700378,0.520013428,87.94333621,1.092245427,0
2003-11-18 02:00:00,0,286.5700073,0.330041504,87.78065399,1.038701096,0
2003-11-18 03:00:00,0,265.5899963,0.129998779,87.65069876,1.211651793,0
2003-11-18 04:00:00,0,265.5899963,-0.009954834,87.97509286,1.526335584,0
2003-11-18 05:00:00,0,265.5899963,-0.15,88.28766596,1.891903813,0
2003-11-18 06:00:00,0,259.1300049,-0.290014648,88.59124377,2.293338293,0
2003-11-18 07:00:00,0,259.1300049,-0.090002441,87.43608187,1.629999995,0
2003-11-18 08:00:00,0,259.1300049,0.1,86.35484833,1.422005724,0
2003-11-18 09:00:00,0,235.0899963,0.300012207,85.21945975,1.816480152,0
2003-11-18 10:00:00,0,235.0899963,0.209985352,85.86393169,2.17919702,0
2003-11-18 11:00:00,0,235.0899963,0.120050049,86.51306583,2.556658009,0
